DISCOUNT_ITEM_ID|DISCOUNT_ITEM_TYPE|DISCOUNT_ITEM_VALUE|CONDITION_ID
1610503|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610504|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610505|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610506|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610529|1|HPN;R  ;NAULP    ;*;*;*;*;R;*;*;|134984
1610530|1|HPN;R  ;WLDUN    ;*;*;*;*;R;*;*;|134984
1610531|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610532|1|HPN;R  ;WLDUN    ;*;*;*;*;R;*;*;|134984
1610533|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610565|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610566|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610567|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610568|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610573|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610574|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610575|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610576|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610577|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610578|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610579|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610580|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610581|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610582|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610583|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610584|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610585|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610586|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610587|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610588|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610593|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610594|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610595|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610596|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610597|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610598|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610599|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610600|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610609|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610610|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610611|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610612|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610617|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610618|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610619|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610620|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610625|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610626|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610627|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610628|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610629|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610630|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610631|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610632|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610633|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610634|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610635|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610636|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610637|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610638|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610639|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610640|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610641|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610642|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610643|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610644|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610645|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610646|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610647|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610648|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610649|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610650|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610651|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610652|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610653|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610654|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610655|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610656|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610657|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610658|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610659|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610660|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610673|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610674|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610675|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610676|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610677|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610678|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610679|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610680|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610681|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610682|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610683|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610684|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610685|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610686|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610687|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610688|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610689|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610690|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610691|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610692|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610693|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610694|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610695|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610696|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610697|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610698|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610699|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610700|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610701|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610702|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610703|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610704|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610705|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610706|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610707|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610708|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610709|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610710|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610711|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610712|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610713|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610714|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610715|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610716|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610717|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610718|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610719|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610720|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610721|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610722|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610723|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610724|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610725|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610726|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610727|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610728|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610729|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610730|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610731|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610732|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610769|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610770|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610771|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610772|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610773|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610774|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610775|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610776|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610777|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610778|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610779|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610780|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610757|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610758|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610759|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610760|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610761|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610762|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610763|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610764|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610765|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610766|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610767|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610768|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610781|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610782|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610783|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610784|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610785|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610786|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610787|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610788|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610789|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610790|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610791|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610792|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610793|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610794|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610795|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610796|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610797|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610798|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610799|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610800|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610801|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610802|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610803|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610804|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610805|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610806|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610807|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610808|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610809|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610810|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610811|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610812|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610813|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610814|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610815|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610816|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610817|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610818|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610819|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610820|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610821|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610822|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610823|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610824|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610825|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610826|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610827|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610828|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610841|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610842|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610843|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610844|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610845|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610846|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610847|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610848|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610849|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610850|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610851|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610852|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610853|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610854|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610855|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610856|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610857|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610858|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610859|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610860|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610861|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610862|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610863|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610864|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610865|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610866|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610867|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610868|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610869|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610870|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610871|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610872|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610873|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610874|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610875|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610876|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610877|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610878|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610887|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610888|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610889|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610890|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610891|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610892|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610893|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610894|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610903|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610904|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610913|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610914|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610917|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610918|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610919|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610920|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610921|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610922|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610923|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610924|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610927|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610928|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610929|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610930|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610931|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610932|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610933|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610934|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610935|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610936|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610937|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610938|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610941|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610942|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610961|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1610962|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1610963|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1610964|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1610965|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1610966|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1610967|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1610968|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1610969|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610970|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610971|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1610972|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1610985|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610986|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610987|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610988|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610989|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610992|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1610993|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1610994|1|HPN;R  ;NAULP    ;*;*;*;*;R;*;*;|134984
1610995|1|HPN;R  ;NAULP    ;*;*;*;*;R;*;*;|134984
1610996|1|HPN;R  ;NAULP    ;*;*;*;*;R;*;*;|134984
1610997|1|HPN;R  ;WLDUN    ;*;*;*;*;R;*;*;|134984
1610998|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1610999|1|HPN;R  ;WLDUN    ;*;*;*;*;R;*;*;|134984
1611004|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1611005|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1611006|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1611007|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1611037|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1611038|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1611039|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1611040|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1611069|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1611070|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1611071|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1611072|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1611073|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1611074|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
